season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent
26,1,Tonya Harding,Athlete,3rd Place,23.0,3,3.0,0.1095238095238095,5,False,0.10952380952390048,Percentage,0.10952380952390048
26,2,Adam Rippon,Athlete,1st Place,37.0,4,1.0,0.1383177570093458,5,False,0.13831775700957316,Percentage,0.13831775700957316
26,2,Arike Ogunbowale,Athlete,Eliminated Week 2,35.0,4,3.0,0.1308411214953271,2,True,0.11339563862890442,Percentage,0.11339563862890442
26,2,Chris Mazdzer,Athlete,Eliminated Week 3,33.0,4,4.0,0.1233644859813084,3,False,0.12336448598153579,Percentage,0.12336448598153579
26,2,Jennie Finch Daigle,Athlete,Eliminated Week 3,31.5,4,6.0,0.1177570093457943,3,False,0.12647975077843723,Percentage,0.12647975077843723
26,2,Josh Norman,Athlete,2nd Place,31.5,4,6.0,0.1177570093457943,5,False,0.12647975077843723,Percentage,0.12647975077843723
26,2,Kareem Abdul-Jabbar,Athlete,Eliminated Week 2,29.5,4,8.0,0.1102803738317757,2,True,0.11028037383200309,Percentage,0.11028037383200309
26,2,Mirai Nagasu,Athlete,Eliminated Week 3,37.0,4,1.0,0.1383177570093458,3,False,0.1383177570095732,Percentage,0.1383177570095732
26,2,Tonya Harding,Athlete,3rd Place,33.0,4,4.0,0.1233644859813084,5,False,0.12336448598153579,Percentage,0.12336448598153579
26,3,Adam Rippon,Athlete,1st Place,41.0,4,1.0,0.1943127962085308,5,False,0.1943127962085308,Percentage,0.1943127962085308
26,3,Chris Mazdzer,Athlete,Eliminated Week 3,33.0,4,5.0,0.1563981042654028,3,True,0.1563981042654028,Percentage,0.1563981042654028
26,3,Jennie Finch Daigle,Athlete,Eliminated Week 3,29.0,4,6.0,0.1374407582938388,3,True,0.1374407582938388,Percentage,0.1374407582938388
26,3,Josh Norman,Athlete,2nd Place,38.0,4,2.0,0.1800947867298578,5,False,0.1800947867298578,Percentage,0.1800947867298578
26,3,Mirai Nagasu,Athlete,Eliminated Week 3,35.0,4,3.0,0.1658767772511848,3,True,0.1658767772511848,Percentage,0.1658767772511848
26,3,Tonya Harding,Athlete,3rd Place,35.0,4,3.0,0.1658767772511848,5,False,0.1658767772511848,Percentage,0.1658767772511848
26,4,Adam Rippon,Athlete,1st Place,29.0,3,1.0,0.3391812865497076,5,False,0.3391812865497076,Percentage,0.3391812865497076
26,4,Josh Norman,Athlete,2nd Place,28.5,3,2.0,0.3333333333333333,5,False,0.3333333333333333,Percentage,0.3333333333333333
26,4,Tonya Harding,Athlete,3rd Place,28.0,3,3.0,0.327485380116959,5,False,0.327485380116959,Percentage,0.327485380116959
27,1,Alexis Ren,Social Media Personality,4th Place,22.0,3,3.0,0.0862745098039215,10,False,0.08627450980392153,Percentage,0.08627450980392153
27,1,Bobby Bones,Radio Personality,1st Place,20.0,3,5.0,0.0784313725490196,10,False,0.07843137254901965,Percentage,0.07843137254901965
27,1,Danelle Umstead,Athlete,Eliminated Week 2,18.0,3,9.0,0.0705882352941176,2,False,0.07058823529411765,Percentage,0.07058823529411765
27,1,DeMarcus Ware,Athlete,Eliminated Week 7,23.0,3,1.0,0.0901960784313725,7,False,0.09019607843137253,Percentage,0.09019607843137253
27,1,Evanna Lynch,Actor/Actress,3rd Place,18.0,3,9.0,0.0705882352941176,10,False,0.07058823529411765,Percentage,0.07058823529411765
27,1,Joe Amabile,TV Personality,Eliminated Week 8,14.0,3,13.0,0.0549019607843137,8,False,0.06862745098039214,Percentage,0.06862745098039214
27,1,John Schneider,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0705882352941176,7,False,0.07058823529411765,Percentage,0.07058823529411765
27,1,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,22.0,3,3.0,0.0862745098039215,8,False,0.08627450980392154,Percentage,0.08627450980392154
27,1,Mary Lou Retton,Athlete,Eliminated Week 6,20.0,3,5.0,0.0784313725490196,6,False,0.07843137254901965,Percentage,0.07843137254901965
27,1,Milo Manheim,Actor/Actress,2nd Place,20.0,3,5.0,0.0784313725490196,10,False,0.07843137254901965,Percentage,0.07843137254901965
27,1,Nancy McKeon,Actor/Actress,Eliminated Week 3,19.5,3,8.0,0.0764705882352941,3,False,0.07647058823529414,Percentage,0.07647058823529414
27,1,Nikki Glaser,Comedian,Eliminated Week 1,17.5,3,12.0,0.0686274509803921,1,True,0.054901960784313725,Percentage,0.054901960784313725
27,1,Tinashe,Singer/Rapper,Eliminated Week 4,23.0,3,1.0,0.0901960784313725,4,False,0.09019607843137255,Percentage,0.09019607843137255
27,2,Alexis Ren,Social Media Personality,4th Place,24.5,3,4.0,0.0905730129390018,10,False,0.09057301293899238,Percentage,0.09057301293899238
27,2,Bobby Bones,Radio Personality,1st Place,19.5,3,10.0,0.0720887245841035,10,False,0.07208872458409407,Percentage,0.07208872458409407
27,2,Danelle Umstead,Athlete,Eliminated Week 2,18.5,3,11.0,0.0683918669131238,2,True,0.06469500924219151,Percentage,0.06469500924219151
27,2,DeMarcus Ware,Athlete,Eliminated Week 7,23.5,3,6.0,0.0868761552680221,7,False,0.08687615526801268,Percentage,0.08687615526801268
27,2,Evanna Lynch,Actor/Actress,3rd Place,24.0,3,5.0,0.088724584103512,10,False,0.08872458410350258,Percentage,0.08872458410350258
27,2,Joe Amabile,TV Personality,Eliminated Week 8,17.5,3,12.0,0.0646950092421441,8,False,0.0683918669131712,Percentage,0.0683918669131712
27,2,John Schneider,Actor/Actress,Eliminated Week 7,21.5,3,8.0,0.0794824399260628,7,False,0.07948243992605337,Percentage,0.07948243992605337
27,2,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,26.0,3,1.0,0.0961182994454713,8,False,0.09611829944546188,Percentage,0.09611829944546188
27,2,Mary Lou Retton,Athlete,Eliminated Week 6,23.0,3,7.0,0.0850277264325323,6,False,0.08502772643252288,Percentage,0.08502772643252288
27,2,Milo Manheim,Actor/Actress,2nd Place,26.0,3,1.0,0.0961182994454713,10,False,0.09611829944546188,Percentage,0.09611829944546188
27,2,Nancy McKeon,Actor/Actress,Eliminated Week 3,20.5,3,9.0,0.0757855822550831,3,False,0.07578558225507367,Percentage,0.07578558225507367
27,2,Tinashe,Singer/Rapper,Eliminated Week 4,26.0,3,1.0,0.0961182994454713,4,False,0.09611829944546188,Percentage,0.09611829944546188
27,3,Alexis Ren,Social Media Personality,4th Place,26.0,3,5.0,0.0959409594095941,10,False,0.09594095940975951,Percentage,0.09594095940975951
27,3,Bobby Bones,Radio Personality,1st Place,23.0,3,8.0,0.084870848708487,10,False,0.08487084870865243,Percentage,0.08487084870865243
27,3,DeMarcus Ware,Athlete,Eliminated Week 7,26.0,3,5.0,0.0959409594095941,7,False,0.09594095940975952,Percentage,0.09594095940975952
27,3,Evanna Lynch,Actor/Actress,3rd Place,27.0,3,2.0,0.0996309963099631,10,False,0.0996309963101285,Percentage,0.0996309963101285
27,3,Joe Amabile,TV Personality,Eliminated Week 8,18.0,3,11.0,0.066420664206642,8,False,0.08118081180737391,Percentage,0.08118081180737391
27,3,John Schneider,Actor/Actress,Eliminated Week 7,21.0,3,10.0,0.077490774907749,7,False,0.07749077490791442,Percentage,0.07749077490791442
27,3,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,30.0,3,1.0,0.1107011070110701,8,False,0.11070110701123552,Percentage,0.11070110701123552
27,3,Mary Lou Retton,Athlete,Eliminated Week 6,24.0,3,7.0,0.088560885608856,6,False,0.08856088560902142,Percentage,0.08856088560902142
27,3,Milo Manheim,Actor/Actress,2nd Place,27.0,3,2.0,0.0996309963099631,10,False,0.09963099631012852,Percentage,0.09963099631012852
27,3,Nancy McKeon,Actor/Actress,Eliminated Week 3,22.0,3,9.0,0.081180811808118,3,True,0.06642066420589793,Percentage,0.06642066420589793
27,3,Tinashe,Singer/Rapper,Eliminated Week 4,27.0,3,2.0,0.0996309963099631,4,False,0.09963099631012852,Percentage,0.09963099631012852
27,4,Alexis Ren,Social Media Personality,4th Place,25.0,3,4.0,0.1077586206896551,10,False,0.10775862068674476,Percentage,0.10775862068674476
27,4,Bobby Bones,Radio Personality,1st Place,20.0,3,9.0,0.0862068965517241,10,False,0.08908045977690582,Percentage,0.08908045977690582
27,4,DeMarcus Ware,Athlete,Eliminated Week 7,22.0,3,7.0,0.0948275862068965,7,False,0.09482758620398617,Percentage,0.09482758620398617
27,4,Evanna Lynch,Actor/Actress,3rd Place,24.0,3,5.0,0.1034482758620689,10,False,0.10344827585915857,Percentage,0.10344827585915857
27,4,Joe Amabile,TV Personality,Eliminated Week 8,15.0,3,10.0,0.0646551724137931,8,False,0.11063218391483687,Percentage,0.11063218391483687
27,4,John Schneider,Actor/Actress,Eliminated Week 7,21.0,3,8.0,0.0905172413793103,7,False,0.09051724137639997,Percentage,0.09051724137639997
27,4,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,24.0,3,5.0,0.1034482758620689,8,False,0.10344827585915856,Percentage,0.10344827585915856
27,4,Mary Lou Retton,Athlete,Eliminated Week 6,26.0,3,2.0,0.1120689655172413,6,False,0.11206896551433096,Percentage,0.11206896551433096
27,4,Milo Manheim,Actor/Actress,2nd Place,29.0,3,1.0,0.125,10,False,0.12499999999708966,Percentage,0.12499999999708966
27,4,Tinashe,Singer/Rapper,Eliminated Week 4,26.0,3,2.0,0.1120689655172413,4,True,0.06321839081138864,Percentage,0.06321839081138864
27,5,Alexis Ren,Social Media Personality,4th Place,29.0,3,1.0,0.1306306306306306,10,False,0.1306306306306306,Percentage,0.1306306306306306
27,5,Bobby Bones,Radio Personality,1st Place,21.0,3,8.0,0.0945945945945946,10,False,0.0945945945945946,Percentage,0.0945945945945946
27,5,DeMarcus Ware,Athlete,Eliminated Week 7,26.0,3,4.0,0.1171171171171171,7,False,0.1171171171171171,Percentage,0.1171171171171171
27,5,Evanna Lynch,Actor/Actress,3rd Place,24.0,3,6.0,0.1081081081081081,10,False,0.1081081081081081,Percentage,0.1081081081081081
27,5,Joe Amabile,TV Personality,Eliminated Week 8,17.0,3,9.0,0.0765765765765765,8,False,0.0765765765765765,Percentage,0.0765765765765765
27,5,John Schneider,Actor/Actress,Eliminated Week 7,24.0,3,6.0,0.1081081081081081,7,False,0.1081081081081081,Percentage,0.1081081081081081
27,5,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,29.0,3,1.0,0.1306306306306306,8,False,0.1306306306306306,Percentage,0.1306306306306306
27,5,Mary Lou Retton,Athlete,Eliminated Week 6,25.0,3,5.0,0.1126126126126126,6,False,0.1126126126126126,Percentage,0.1126126126126126
27,5,Milo Manheim,Actor/Actress,2nd Place,27.0,3,3.0,0.1216216216216216,10,False,0.1216216216216216,Percentage,0.1216216216216216
27,6,Alexis Ren,Social Media Personality,4th Place,27.0,3,4.0,0.1179039301310043,10,False,0.11790393013100436,Percentage,0.11790393013100436
27,6,Bobby Bones,Radio Personality,1st Place,22.0,3,7.0,0.0960698689956331,10,False,0.09606986899563318,Percentage,0.09606986899563318
27,6,DeMarcus Ware,Athlete,Eliminated Week 7,26.0,3,5.0,0.1135371179039301,7,False,0.11353711790393017,Percentage,0.11353711790393017
27,6,Evanna Lynch,Actor/Actress,3rd Place,29.0,3,3.0,0.1266375545851528,10,False,0.12663755458515286,Percentage,0.12663755458515286
27,6,Joe Amabile,TV Personality,Eliminated Week 8,22.0,3,7.0,0.0960698689956331,8,False,0.09606986899563318,Percentage,0.09606986899563318
27,6,John Schneider,Actor/Actress,Eliminated Week 7,19.0,3,9.0,0.0829694323144104,7,False,0.10480349344978167,Percentage,0.10480349344978167
27,6,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,30.0,3,1.0,0.131004366812227,8,False,0.13100436681222705,Percentage,0.13100436681222705
27,6,Mary Lou Retton,Athlete,Eliminated Week 6,24.0,3,6.0,0.1048034934497816,6,True,0.08296943231441047,Percentage,0.08296943231441047
27,6,Milo Manheim,Actor/Actress,2nd Place,30.0,3,1.0,0.131004366812227,10,False,0.13100436681222705,Percentage,0.13100436681222705
27,7,Alexis Ren,Social Media Personality,4th Place,27.5,3,4.0,0.1264367816091954,10,False,0.12643678160965016,Percentage,0.12643678160965016
27,7,Bobby Bones,Radio Personality,1st Place,26.5,3,6.0,0.1218390804597701,10,False,0.12183908046022486,Percentage,0.12183908046022486
27,7,DeMarcus Ware,Athlete,Eliminated Week 7,26.5,3,6.0,0.1218390804597701,7,True,0.11417624520997001,Percentage,0.11417624520997001
27,7,Evanna Lynch,Actor/Actress,3rd Place,29.5,3,1.0,0.135632183908046,10,False,0.13563218390850074,Percentage,0.13563218390850074
27,7,Joe Amabile,TV Personality,Eliminated Week 8,23.5,3,8.0,0.1080459770114942,8,False,0.12796934865824589,Percentage,0.12796934865824589
27,7,John Schneider,Actor/Actress,Eliminated Week 7,27.0,3,5.0,0.1241379310344827,7,True,0.1118773946352574,Percentage,0.1118773946352574
27,7,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,28.0,3,3.0,0.128735632183908,8,False,0.12873563218436276,Percentage,0.12873563218436276
27,7,Milo Manheim,Actor/Actress,2nd Place,29.0,3,2.0,0.1333333333333333,10,False,0.13333333333378808,Percentage,0.13333333333378808
27,8,Alexis Ren,Social Media Personality,4th Place,29.0,3,2.0,0.1801242236024844,10,False,0.1801242236024845,Percentage,0.1801242236024845
27,8,Bobby Bones,Radio Personality,1st Place,22.5,3,6.0,0.139751552795031,10,False,0.18633540372670807,Percentage,0.18633540372670807
27,8,Evanna Lynch,Actor/Actress,3rd Place,29.0,3,2.0,0.1801242236024844,10,False,0.18012422360248448,Percentage,0.18012422360248448
27,8,Joe Amabile,TV Personality,Eliminated Week 8,23.0,3,5.0,0.1428571428571428,8,True,0.14285714285714288,Percentage,0.14285714285714288
27,8,Juan Pablo Di Pace,Actor/Actress,Eliminated Week 8,30.0,3,1.0,0.186335403726708,8,True,0.1397515527950311,Percentage,0.1397515527950311
27,8,Milo Manheim,Actor/Actress,2nd Place,27.5,3,4.0,0.170807453416149,10,False,0.17080745341614909,Percentage,0.17080745341614909
27,9,Alexis Ren,Social Media Personality,4th Place,28.5,3,3.0,0.2467532467532467,10,False,0.2467532467532467,Percentage,0.2467532467532467
27,9,Bobby Bones,Radio Personality,1st Place,27.0,3,4.0,0.2337662337662337,10,False,0.2337662337662337,Percentage,0.2337662337662337
27,9,Evanna Lynch,Actor/Actress,3rd Place,30.0,3,1.0,0.2597402597402597,10,False,0.2597402597402597,Percentage,0.2597402597402597
27,9,Milo Manheim,Actor/Actress,2nd Place,30.0,3,1.0,0.2597402597402597,10,False,0.2597402597402597,Percentage,0.2597402597402597
28,1,Ally Brooke,Singer/Rapper,3rd Place,16.0,3,7.0,0.0812182741116751,12,False,9.0,Rank_Save,0.08195749375338061
28,1,Hannah Brown,TV Personality,1st Place,20.0,3,2.0,0.1015228426395939,12,False,6.0,Rank_Save,0.08745069609044173
28,1,James Van Der Beek,Actor/Actress,Eliminated Week 10,21.0,3,1.0,0.1065989847715736,10,False,1.0,Rank_Save,0.11648432054800353
28,1,Karamo Brown,TV Personality,Eliminated Week 7,17.0,3,5.0,0.0862944162436548,7,False,7.0,Rank_Save,0.0853201841997012
28,1,Kate Flannery,Actor/Actress,Eliminated Week 8,15.0,3,9.0,0.0761421319796954,8,False,11.0,Rank_Save,0.07936785462826852
28,1,Kel Mitchell,Actor/Actress,2nd Place,16.0,3,7.0,0.0812182741116751,12,False,5.0,Rank_Save,0.09003933319767667
28,1,Lamar Odom,Athlete,Eliminated Week 4,11.0,3,12.0,0.0558375634517766,4,False,2.0,Rank_Save,0.10425638726047352
28,1,Lauren Alaina,Singer/Rapper,4th Place,19.0,3,3.0,0.0964467005076142,12,False,10.0,Rank_Save,0.08058746058155791
28,1,Mary Wilson,Singer/Rapper,Eliminated Week 2,17.0,3,5.0,0.0862944162436548,2,False,4.0,Rank_Save,0.0933120804024995
28,1,Sailor Brinkley-Cook,Model,Eliminated Week 6,18.0,3,4.0,0.0913705583756345,6,False,3.0,Rank_Save,0.09770753795731311
28,1,Sean Spicer,Politician,Eliminated Week 9,12.0,3,11.0,0.0609137055837563,9,False,8.0,Rank_Save,0.08351665138068377
28,2,Ally Brooke,Singer/Rapper,3rd Place,20.0,3,3.0,0.091324200913242,12,False,1.0,Rank_Save,0.11648432054800353
28,2,Hannah Brown,TV Personality,1st Place,24.0,3,1.0,0.1095890410958904,12,False,4.0,Rank_Save,0.0933120804024995
28,2,James Van Der Beek,Actor/Actress,Eliminated Week 10,20.0,3,3.0,0.091324200913242,10,False,5.0,Rank_Save,0.09003933319767667
28,2,Karamo Brown,TV Personality,Eliminated Week 7,19.0,3,6.0,0.0867579908675799,7,False,6.0,Rank_Save,0.08745069609044173
28,2,Kate Flannery,Actor/Actress,Eliminated Week 8,21.0,3,2.0,0.0958904109589041,8,False,3.0,Rank_Save,0.09770753795731311
28,2,Kel Mitchell,Actor/Actress,2nd Place,20.0,3,3.0,0.091324200913242,12,False,9.0,Rank_Save,0.08195749375338061
28,2,Lamar Odom,Athlete,Eliminated Week 4,12.0,3,12.0,0.0547945205479452,4,False,7.0,Rank_Save,0.0853201841997012
28,2,Lauren Alaina,Singer/Rapper,4th Place,19.0,3,6.0,0.0867579908675799,12,False,10.0,Rank_Save,0.08058746058155791
28,2,Mary Wilson,Singer/Rapper,Eliminated Week 2,15.0,3,10.0,0.0684931506849315,2,True,11.0,Rank_Save,0.07936785462826852
28,2,Sailor Brinkley-Cook,Model,Eliminated Week 6,18.0,3,8.0,0.0821917808219178,6,False,2.0,Rank_Save,0.10425638726047352
28,2,Sean Spicer,Politician,Eliminated Week 9,16.0,3,9.0,0.0730593607305936,9,False,8.0,Rank_Save,0.08351665138068377
28,3,Ally Brooke,Singer/Rapper,3rd Place,24.0,3,1.0,0.1212121212121212,12,False,3.0,Rank_Save,0.10613092150704874
28,3,Hannah Brown,TV Personality,1st Place,21.0,3,5.0,0.106060606060606,12,False,5.0,Rank_Save,0.09780163950425685
28,3,James Van Der Beek,Actor/Actress,Eliminated Week 10,23.0,3,3.0,0.1161616161616161,10,False,8.0,Rank_Save,0.09071663617281314
28,3,Karamo Brown,TV Personality,Eliminated Week 7,16.0,3,8.0,0.0808080808080808,7,False,1.0,Rank_Save,0.1265264537346452
28,3,Kate Flannery,Actor/Actress,Eliminated Week 8,24.0,3,1.0,0.1212121212121212,8,False,2.0,Rank_Save,0.11324434822811563
28,3,Kel Mitchell,Actor/Actress,2nd Place,20.0,3,6.0,0.101010101010101,12,False,7.0,Rank_Save,0.09267565186445965
28,3,Lamar Odom,Athlete,Eliminated Week 4,12.0,3,10.0,0.0606060606060606,4,False,10.0,Rank_Save,0.08753491933416949
28,3,Lauren Alaina,Singer/Rapper,4th Place,20.0,3,6.0,0.101010101010101,12,False,4.0,Rank_Save,0.10135653080506121
28,3,Sailor Brinkley-Cook,Model,Eliminated Week 6,23.0,3,3.0,0.1161616161616161,6,False,9.0,Rank_Save,0.08902306329993283
28,3,Sean Spicer,Politician,Eliminated Week 9,15.0,3,9.0,0.0757575757575757,9,False,6.0,Rank_Save,0.09498983554949737
28,4,Ally Brooke,Singer/Rapper,3rd Place,32.0,4,1.0,0.1134751773049645,12,False,7.0,Rank_Save,0.09267565186445964
28,4,Hannah Brown,TV Personality,1st Place,32.0,4,1.0,0.1134751773049645,12,False,5.0,Rank_Save,0.09780163950425684
28,4,James Van Der Beek,Actor/Actress,Eliminated Week 10,28.0,4,6.0,0.0992907801418439,10,False,2.0,Rank_Save,0.11324434822811562
28,4,Karamo Brown,TV Personality,Eliminated Week 7,28.0,4,6.0,0.0992907801418439,7,False,1.0,Rank_Save,0.1265264537346452
28,4,Kate Flannery,Actor/Actress,Eliminated Week 8,26.0,4,8.0,0.0921985815602836,8,False,9.0,Rank_Save,0.08902306329993281
28,4,Kel Mitchell,Actor/Actress,2nd Place,32.0,4,1.0,0.1134751773049645,12,False,8.0,Rank_Save,0.09071663617281313
28,4,Lamar Odom,Athlete,Eliminated Week 4,20.0,4,10.0,0.0709219858156028,4,True,6.0,Rank_Save,0.09498983554949737
28,4,Lauren Alaina,Singer/Rapper,4th Place,32.0,4,1.0,0.1134751773049645,12,False,10.0,Rank_Save,0.08753491933416949
28,4,Sailor Brinkley-Cook,Model,Eliminated Week 6,31.0,4,5.0,0.1099290780141844,6,False,3.0,Rank_Save,0.10613092150704873
28,4,Sean Spicer,Politician,Eliminated Week 9,21.0,4,9.0,0.0744680851063829,9,False,4.0,Rank_Save,0.1013565308050612
28,5,Ally Brooke,Singer/Rapper,3rd Place,27.0,3,1.0,0.1255813953488372,12,False,4.0,Rank_Save,0.11107990097670457
28,5,Hannah Brown,TV Personality,1st Place,25.0,3,4.0,0.1162790697674418,12,False,3.0,Rank_Save,0.11631231019778253
28,5,James Van Der Beek,Actor/Actress,Eliminated Week 10,26.0,3,2.0,0.1209302325581395,10,False,1.0,Rank_Save,0.13866443375818632
28,5,Karamo Brown,TV Personality,Eliminated Week 7,21.0,3,8.0,0.0976744186046511,7,False,9.0,Rank_Save,0.09756325495214811
28,5,Kate Flannery,Actor/Actress,Eliminated Week 8,24.0,3,5.0,0.1116279069767441,8,False,5.0,Rank_Save,0.10718398059999236
28,5,Kel Mitchell,Actor/Actress,2nd Place,26.0,3,2.0,0.1209302325581395,12,False,7.0,Rank_Save,0.10156624492066452
28,5,Lauren Alaina,Singer/Rapper,4th Place,23.0,3,7.0,0.1069767441860465,12,False,2.0,Rank_Save,0.12410814465960783
28,5,Sailor Brinkley-Cook,Model,Eliminated Week 6,24.0,3,5.0,0.1116279069767441,6,False,8.0,Rank_Save,0.09941929625034718
28,5,Sean Spicer,Politician,Eliminated Week 9,19.0,3,9.0,0.0883720930232558,9,False,6.0,Rank_Save,0.10410243368456663
28,6,Ally Brooke,Singer/Rapper,3rd Place,25.0,3,6.0,0.1096491228070175,12,False,4.0,Rank_Save,0.11107990097670456
28,6,Hannah Brown,TV Personality,1st Place,24.0,3,8.0,0.1052631578947368,12,False,1.0,Rank_Save,0.1386644337581863
28,6,James Van Der Beek,Actor/Actress,Eliminated Week 10,27.0,3,1.0,0.1184210526315789,10,False,7.0,Rank_Save,0.1015662449206645
28,6,Karamo Brown,TV Personality,Eliminated Week 7,25.0,3,6.0,0.1096491228070175,7,False,3.0,Rank_Save,0.11631231019778251
28,6,Kate Flannery,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.1184210526315789,8,False,6.0,Rank_Save,0.10410243368456662
28,6,Kel Mitchell,Actor/Actress,2nd Place,26.0,3,4.0,0.1140350877192982,12,False,2.0,Rank_Save,0.12410814465960782
28,6,Lauren Alaina,Singer/Rapper,4th Place,26.0,3,4.0,0.1140350877192982,12,False,5.0,Rank_Save,0.10718398059999235
28,6,Sailor Brinkley-Cook,Model,Eliminated Week 6,27.0,3,1.0,0.1184210526315789,6,True,9.0,Rank_Save,0.0975632549521481
28,6,Sean Spicer,Politician,Eliminated Week 9,21.0,3,9.0,0.0921052631578947,9,False,8.0,Rank_Save,0.09941929625034716
28,7,Ally Brooke,Singer/Rapper,3rd Place,27.0,3,1.0,0.1336633663366336,12,False,2.0,Rank_Save,0.1375255887358919
28,7,Hannah Brown,TV Personality,1st Place,26.0,3,4.0,0.1287128712871287,12,False,3.0,Rank_Save,0.12888693954013922
28,7,James Van Der Beek,Actor/Actress,Eliminated Week 10,27.0,3,1.0,0.1336633663366336,10,False,6.0,Rank_Save,0.1153570422036024
28,7,Karamo Brown,TV Personality,Eliminated Week 7,24.5,3,6.0,0.1212871287128712,7,True,7.0,Rank_Save,0.11254666377229458
28,7,Kate Flannery,Actor/Actress,Eliminated Week 8,24.0,3,7.0,0.1188118811881188,8,False,8.0,Rank_Save,0.11016760653410167
28,7,Kel Mitchell,Actor/Actress,2nd Place,25.5,3,5.0,0.1262376237623762,12,False,4.0,Rank_Save,0.12308884981275285
28,7,Lauren Alaina,Singer/Rapper,4th Place,27.0,3,1.0,0.1336633663366336,12,False,1.0,Rank_Save,0.15365557145042183
28,7,Sean Spicer,Politician,Eliminated Week 9,21.0,3,8.0,0.1039603960396039,9,False,5.0,Rank_Save,0.11877173795079556
28,8,Ally Brooke,Singer/Rapper,3rd Place,30.0,3,3.0,0.1554410588230417,12,False,1.0,Rank_Save,0.17267922878367373
28,8,Hannah Brown,TV Personality,1st Place,30.9998,3,2.0,0.160621391176751,12,False,4.0,Rank_Save,0.13832812866400787
28,8,James Van Der Beek,Actor/Actress,Eliminated Week 10,31.9998,3,1.0,0.1658027598041857,10,False,7.0,Rank_Save,0.12648074468712606
28,8,Kate Flannery,Actor/Actress,Eliminated Week 8,25.9998,3,5.0,0.1347145480395773,8,True,5.0,Rank_Save,0.13347652751568131
28,8,Kel Mitchell,Actor/Actress,2nd Place,29.9998,3,4.0,0.1554400225493162,12,False,2.0,Rank_Save,0.15455223898989515
28,8,Lauren Alaina,Singer/Rapper,4th Place,24.0,3,6.0,0.1243528470584334,12,False,3.0,Rank_Save,0.14484406331637853
28,8,Sean Spicer,Politician,Eliminated Week 9,20.0,3,7.0,0.1036273725486945,9,False,6.0,Rank_Save,0.1296390680432374
28,9,Ally Brooke,Singer/Rapper,3rd Place,40.0,4,1.0,0.1918465227817745,12,False,1.0,Rank_Save,0.1976822236412225
28,9,Hannah Brown,TV Personality,1st Place,35.5,4,4.0,0.1702637889688249,12,False,3.0,Rank_Save,0.165816680554453
28,9,James Van Der Beek,Actor/Actress,Eliminated Week 10,36.0,4,3.0,0.1726618705035971,10,False,2.0,Rank_Save,0.17693054623568447
28,9,Kel Mitchell,Actor/Actress,2nd Place,37.0,4,2.0,0.1774580335731415,12,False,5.0,Rank_Save,0.1528031886004312
28,9,Lauren Alaina,Singer/Rapper,4th Place,35.0,4,5.0,0.1678657074340527,12,False,6.0,Rank_Save,0.14841008627429025
28,9,Sean Spicer,Politician,Eliminated Week 9,25.0,4,6.0,0.1199040767386091,9,True,4.0,Rank_Save,0.15835727469391842
28,10,Ally Brooke,Singer/Rapper,3rd Place,29.5,3,1.0,0.2145454545454545,12,False,4.0,Rank_Save,0.18595485002999232
28,10,Hannah Brown,TV Personality,1st Place,27.0,3,3.0,0.1963636363636363,12,False,3.0,Rank_Save,0.19471423731289197
28,10,James Van Der Beek,Actor/Actress,Eliminated Week 10,25.5,3,5.0,0.1854545454545454,10,True,2.0,Rank_Save,0.20776496220065896
28,10,Kel Mitchell,Actor/Actress,2nd Place,28.5,3,2.0,0.2072727272727272,12,False,1.0,Rank_Save,0.23213312000885722
28,10,Lauren Alaina,Singer/Rapper,4th Place,27.0,3,3.0,0.1963636363636363,12,False,5.0,Rank_Save,0.1794328304475996
28,11,Ally Brooke,Singer/Rapper,3rd Place,30.0,3,1.0,0.2564102564102564,12,False,4.0,Rank_Save,0.22661746281102885
28,11,Hannah Brown,TV Personality,1st Place,29.0,3,3.0,0.2478632478632478,12,False,1.0,Rank_Save,0.28289350174158223
28,11,Kel Mitchell,Actor/Actress,2nd Place,29.5,3,2.0,0.2521367521367521,12,False,3.0,Rank_Save,0.23729225898606676
28,11,Lauren Alaina,Singer/Rapper,4th Place,28.5,3,4.0,0.2435897435897435,12,False,2.0,Rank_Save,0.2531967764613221
29,1,AJ McLean,Singer/Rapper,Eliminated Week 9,18.0,3,6.0,0.0692307692307692,9,False,11.0,Rank_Save,0.06442672770017503
29,1,Anne Heche,Actor/Actress,Eliminated Week 4,18.0,3,6.0,0.0692307692307692,4,False,9.0,Rank_Save,0.0665288630739576
29,1,Carole Baskin,TV Personality,Eliminated Week 3,11.0,3,15.0,0.0423076923076923,3,False,10.0,Rank_Save,0.06541674086132329
